feature_type,hour,dow,month,1,Billet Yard,Billet Yard Left,Coil Yard,Coil Yard Camera-2,DISHPATCH GATE,ECR6 SBL,Finishing Stand,Furnace Oil Reading,Junk Yard,Mukandsumi,Mukansumi,NDT,PSM,SBL DUMPING YARD,SBL Loading,SBL MTA Desk,Utility Back Right,Utility Road Left,default
Helmet Not Detected,18,3,6,0.006493506,0.006493506,0.006493506,0.012987013,0.006493506,0.006493506,0.006493506,0.006493506,0.006493506,0.006493506,0.837662338,0.006493506,0.006493506,0.006493506,0.006493506,0.019480519,0.006493506,0.006493506,0.006493506,0.025974026
Helmet Not Detected,18,3,7,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.176470588,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.058823529,0.264705882,0.029411765,0.029411765,0.029411765,0.029411765
Helmet Not Detected,18,3,9,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.323529412,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.058823529,0.029411765,0.029411765,0.117647059
Helmet Not Detected,18,3,10,0.1,0.025,0.025,0.025,0.175,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.3,0.025,0.025,0.025,0.025
Helmet Not Detected,18,3,12,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.052631579,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.052631579,0.421052632,0.026315789,0.026315789,0.026315789,0.052631579
Helmet Not Detected,18,4,1,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.208333333,0.041666667,0.041666667,0.041666667,0.041666667
Helmet Not Detected,18,4,4,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.136363636,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545
Helmet Not Detected,18,4,5,0.036363636,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.036363636,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.618181818,0.018181818,0.018181818,0.018181818,0.018181818
Helmet Not Detected,18,4,6,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.310344828,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.068965517,0.034482759,0.034482759,0.034482759
Helmet Not Detected,18,4,7,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.344827586,0.034482759,0.034482759,0.034482759,0.034482759
Helmet Not Detected,18,4,8,0.045454545,0.045454545,0.045454545,0.045454545,0.090909091,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.090909091,0.045454545,0.045454545,0.045454545,0.045454545
Helmet Not Detected,18,4,9,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754,0.68115942,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754,0.057971014,0.014492754,0.014492754,0.014492754
Helmet Not Detected,18,4,10,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.102564103,0.025641026,0.025641026,0.025641026,0.102564103,0.025641026,0.025641026,0.025641026,0.051282051,0.307692308,0.051282051,0.025641026,0.025641026,0.025641026
Helmet Not Detected,18,4,12,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.444444444,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.055555556,0.027777778,0.027777778,0.027777778
Helmet Not Detected,18,5,1,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.307692308,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.051282051,0.025641026,0.025641026,0.025641026,0.205128205
Helmet Not Detected,18,5,2,0.078947368,0.026315789,0.026315789,0.342105263,0.105263158,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.052631579,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789
Helmet Not Detected,18,5,3,0.086956522,0.043478261,0.043478261,0.043478261,0.130434783,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261
Helmet Not Detected,18,5,4,0.014925373,0.014925373,0.014925373,0.059701493,0.059701493,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.507462687,0.014925373,0.014925373,0.014925373,0.014925373,0.029850746,0.119402985,0.014925373,0.014925373,0.014925373
Helmet Not Detected,18,5,5,0.021276596,0.021276596,0.021276596,0.021276596,0.191489362,0.021276596,0.085106383,0.021276596,0.021276596,0.021276596,0.021276596,0.021276596,0.021276596,0.021276596,0.021276596,0.106382979,0.021276596,0.021276596,0.021276596,0.276595745
Helmet Not Detected,18,5,7,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.941025641,0.002564103,0.002564103,0.002564103,0.002564103,0.012820513,0.002564103,0.002564103,0.002564103,0.002564103
Helmet Not Detected,18,5,8,0.148148148,0.037037037,0.037037037,0.074074074,0.074074074,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.074074074,0.037037037,0.037037037,0.037037037,0.074074074
Helmet Not Detected,18,5,10,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.04,0.04,0.04
Helmet Not Detected,18,5,11,0.045454545,0.045454545,0.045454545,0.090909091,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.090909091,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545
Helmet Not Detected,18,5,12,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.295454545,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.272727273,0.022727273,0.022727273,0.045454545
Helmet Not Detected,18,6,1,0.017241379,0.017241379,0.017241379,0.017241379,0.086206897,0.017241379,0.103448276,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.517241379,0.017241379,0.017241379,0.017241379,0.017241379
Helmet Not Detected,18,6,2,0.035714286,0.035714286,0.035714286,0.035714286,0.071428571,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.107142857,0.178571429,0.071428571,0.035714286,0.035714286,0.035714286
Helmet Not Detected,18,6,3,0.083333333,0.083333333,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.083333333,0.041666667,0.041666667,0.083333333,0.041666667,0.041666667,0.041666667,0.041666667
Helmet Not Detected,18,6,4,0.014705882,0.014705882,0.014705882,0.014705882,0.147058824,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.5,0.014705882,0.014705882,0.014705882,0.014705882,0.088235294,0.029411765,0.014705882,0.014705882,0.014705882
Helmet Not Detected,18,6,5,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.090909091,0.090909091,0.045454545,0.045454545,0.045454545,0.045454545
Helmet Not Detected,18,6,6,0.322033898,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.06779661,0.016949153,0.016949153,0.033898305,0.13559322,0.016949153,0.186440678,0.016949153,0.016949153,0.016949153,0.016949153
Helmet Not Detected,18,6,7,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.314814815,0.018518519,0.018518519,0.018518519,0.018518519,0.296296296,0.074074074,0.018518519,0.018518519,0.018518519
Helmet Not Detected,18,6,8,0.034482759,0.034482759,0.034482759,0.034482759,0.068965517,0.034482759,0.068965517,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.172413793,0.137931034,0.034482759,0.034482759,0.034482759,0.034482759
Helmet Not Detected,18,6,10,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.62,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Helmet Not Detected,18,6,11,0.083333333,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.125,0.041666667,0.041666667,0.041666667,0.083333333
Helmet Not Detected,19,0,1,0.02173913,0.02173913,0.02173913,0.152173913,0.065217391,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.347826087,0.02173913,0.02173913,0.02173913,0.02173913,0.065217391,0.02173913,0.02173913,0.02173913,0.043478261
Helmet Not Detected,19,0,2,0.027777778,0.027777778,0.027777778,0.083333333,0.055555556,0.027777778,0.083333333,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.194444444,0.027777778,0.027777778,0.027777778,0.166666667
Helmet Not Detected,19,0,3,0.035714286,0.035714286,0.035714286,0.035714286,0.107142857,0.035714286,0.178571429,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.071428571,0.035714286,0.071428571,0.035714286,0.035714286,0.035714286
Helmet Not Detected,19,0,5,0.025641026,0.025641026,0.025641026,0.051282051,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.435897436,0.025641026,0.025641026,0.025641026,0.025641026,0.051282051,0.025641026,0.025641026,0.025641026,0.051282051
Helmet Not Detected,19,0,6,0.319444444,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.430555556,0.013888889,0.013888889,0.013888889,0.013888889
Helmet Not Detected,19,0,8,0.032258065,0.032258065,0.032258065,0.129032258,0.096774194,0.032258065,0.161290323,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.096774194,0.032258065,0.032258065,0.032258065,0.032258065
Helmet Not Detected,19,0,9,0.166666667,0.020833333,0.020833333,0.3125,0.083333333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.0625,0.020833333,0.020833333,0.020833333,0.0625
Helmet Not Detected,19,0,10,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.35483871,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.064516129,0.032258065,0.032258065,0.032258065
Helmet Not Detected,19,0,11,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.111111111,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.222222222,0.037037037,0.037037037,0.037037037,0.037037037
Helmet Not Detected,19,0,12,0.15,0.025,0.025,0.25,0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0.075,0.025,0.025,0.025,0.025
Helmet Not Detected,19,1,2,0.027777778,0.027777778,0.027777778,0.027777778,0.138888889,0.027777778,0.25,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.138888889,0.027777778,0.027777778,0.027777778,0.027777778
Helmet Not Detected,19,1,3,0.025,0.025,0.025,0.1,0.35,0.025,0.05,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.1,0.025,0.025,0.025
Helmet Not Detected,19,1,4,0.115384615,0.038461538,0.038461538,0.153846154,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.076923077,0.038461538,0.038461538,0.038461538,0.038461538
Helmet Not Detected,19,1,5,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.371428571,0.028571429,0.028571429,0.028571429,0.028571429,0.085714286,0.057142857,0.028571429,0.028571429,0.028571429
Helmet Not Detected,19,1,6,0.027777778,0.027777778,0.027777778,0.166666667,0.25,0.027777778,0.083333333,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.027777778,0.055555556
Helmet Not Detected,19,1,7,0.45,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.1,0.025,0.025,0.025,0.025
Helmet Not Detected,19,1,8,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.655737705,0.016393443,0.016393443,0.016393443,0.016393443,0.049180328,0.016393443,0.016393443,0.016393443,0.016393443
Helmet Not Detected,19,1,9,0.384615385,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.153846154,0.025641026,0.025641026,0.025641026,0.025641026
Helmet Not Detected,19,1,12,0.026315789,0.026315789,0.026315789,0.078947368,0.236842105,0.026315789,0.026315789,0.026315789,0.026315789,0.105263158,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.105263158,0.052631579,0.026315789,0.026315789,0.052631579
Helmet Not Detected,19,2,1,0.111111111,0.037037037,0.037037037,0.222222222,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Helmet Not Detected,19,2,2,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.130434783,0.086956522,0.043478261,0.043478261,0.043478261
Helmet Not Detected,19,2,3,0.018867925,0.018867925,0.018867925,0.056603774,0.094339623,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.528301887,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925
Helmet Not Detected,19,2,4,0.081081081,0.027027027,0.027027027,0.189189189,0.216216216,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.081081081,0.027027027,0.027027027,0.027027027,0.027027027
Helmet Not Detected,19,2,6,0.029411765,0.029411765,0.029411765,0.058823529,0.294117647,0.029411765,0.058823529,0.029411765,0.029411765,0.029411765,0.088235294,0.029411765,0.029411765,0.029411765,0.058823529,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765
Helmet Not Detected,19,2,7,0.04,0.04,0.04,0.08,0.2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Helmet Not Detected,19,2,9,0.035714286,0.035714286,0.035714286,0.142857143,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.071428571,0.035714286,0.035714286,0.035714286,0.178571429
Helmet Not Detected,19,2,10,0.382352941,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.088235294
Helmet Not Detected,19,2,11,0.018181818,0.018181818,0.018181818,0.054545455,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.6,0.018181818,0.018181818,0.018181818,0.018181818,0.036363636,0.018181818,0.018181818,0.018181818,0.018181818
Helmet Not Detected,19,2,12,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.16,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08
Helmet Not Detected,19,3,1,0.066666667,0.016666667,0.016666667,0.05,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.6,0.016666667,0.016666667,0.016666667,0.016666667
Helmet Not Detected,19,3,2,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.333333333,0.051282051,0.025641026,0.025641026,0.025641026,0.153846154,0.051282051,0.025641026,0.025641026,0.025641026
Helmet Not Detected,19,3,3,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.695121951,0.024390244,0.012195122,0.012195122,0.012195122,0.024390244,0.036585366,0.012195122,0.012195122,0.036585366
Helmet Not Detected,19,3,4,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.090909091,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.090909091,0.045454545,0.045454545,0.045454545
Helmet Not Detected,19,3,5,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.090909091,0.272727273,0.03030303,0.090909091,0.03030303,0.03030303,0.060606061,0.03030303,0.03030303,0.03030303,0.03030303
Helmet Not Detected,19,3,6,0.013333333,0.013333333,0.013333333,0.053333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.546666667,0.013333333,0.013333333,0.013333333,0.013333333,0.08,0.08,0.013333333,0.013333333,0.04
Helmet Not Detected,19,3,7,0.04,0.04,0.04,0.2,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Helmet Not Detected,19,3,9,0.015625,0.015625,0.015625,0.125,0.125,0.015625,0.125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.046875,0.09375,0.015625,0.015625,0.265625
Helmet Not Detected,19,3,10,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.25,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.107142857,0.035714286,0.035714286,0.035714286,0.035714286
Helmet Not Detected,19,3,12,0.033333333,0.033333333,0.033333333,0.033333333,0.166666667,0.033333333,0.233333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333
Helmet Not Detected,19,4,1,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.137931034,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.103448276,0.103448276,0.034482759,0.034482759,0.103448276
Helmet Not Detected,19,4,4,0.035714286,0.035714286,0.035714286,0.214285714,0.142857143,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286
Helmet Not Detected,19,4,5,0.082191781,0.01369863,0.01369863,0.01369863,0.01369863,0.01369863,0.01369863,0.01369863,0.01369863,0.01369863,0.01369863,0.01369863,0.01369863,0.01369863,0.01369863,0.671232877,0.01369863,0.01369863,0.01369863,0.01369863
Helmet Not Detected,19,4,6,0.015151515,0.015151515,0.015151515,0.03030303,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.651515152,0.03030303,0.015151515,0.015151515,0.015151515,0.03030303,0.03030303,0.015151515,0.015151515,0.015151515
Helmet Not Detected,19,4,7,0.03125,0.03125,0.03125,0.03125,0.21875,0.03125,0.21875,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125
Helmet Not Detected,19,4,8,0.03030303,0.03030303,0.03030303,0.060606061,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.151515152,0.03030303,0.03030303,0.272727273,0.03030303,0.03030303,0.03030303,0.03030303
Helmet Not Detected,19,4,9,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.555555556,0.018518519,0.018518519,0.018518519,0.018518519,0.092592593,0.037037037,0.018518519,0.018518519,0.018518519
Helmet Not Detected,19,4,10,0.020408163,0.020408163,0.020408163,0.020408163,0.12244898,0.020408163,0.428571429,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.102040816,0.020408163,0.020408163,0.020408163,0.020408163
Helmet Not Detected,19,4,12,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.596491228,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.035087719,0.01754386,0.01754386,0.070175439
Helmet Not Detected,19,5,1,0.035714286,0.035714286,0.035714286,0.071428571,0.035714286,0.035714286,0.142857143,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.178571429
Helmet Not Detected,19,5,2,0.166666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.083333333,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667
Helmet Not Detected,19,5,3,0.08,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04
Helmet Not Detected,19,5,4,0.019607843,0.019607843,0.019607843,0.019607843,0.058823529,0.019607843,0.019607843,0.019607843,0.019607843,0.019607843,0.509803922,0.019607843,0.019607843,0.019607843,0.019607843,0.078431373,0.039215686,0.019607843,0.019607843,0.019607843
Helmet Not Detected,19,5,5,0.018867925,0.018867925,0.018867925,0.075471698,0.075471698,0.018867925,0.150943396,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.283018868,0.018867925,0.018867925,0.018867925,0.132075472
Helmet Not Detected,19,5,7,0.012658228,0.025316456,0.012658228,0.025316456,0.240506329,0.012658228,0.012658228,0.012658228,0.012658228,0.012658228,0.443037975,0.012658228,0.012658228,0.012658228,0.012658228,0.075949367,0.012658228,0.012658228,0.012658228,0.012658228
Helmet Not Detected,19,5,8,0.125,0.03125,0.03125,0.03125,0.09375,0.03125,0.03125,0.1875,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.03125,0.03125,0.03125,0.0625
Helmet Not Detected,19,5,10,0.037037037,0.037037037,0.037037037,0.222222222,0.074074074,0.037037037,0.074074074,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Helmet Not Detected,19,5,11,0.363636364,0.03030303,0.03030303,0.060606061,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.060606061,0.03030303,0.03030303,0.03030303,0.03030303
Helmet Not Detected,19,5,12,0.019230769,0.019230769,0.019230769,0.019230769,0.038461538,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.519230769,0.038461538,0.019230769,0.019230769,0.057692308,0.019230769,0.057692308,0.019230769,0.019230769,0.019230769
Helmet Not Detected,19,6,1,0.032258065,0.064516129,0.032258065,0.032258065,0.064516129,0.032258065,0.225806452,0.032258065,0.032258065,0.032258065,0.096774194,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.064516129,0.032258065,0.032258065,0.032258065
Helmet Not Detected,19,6,2,0.035714286,0.035714286,0.035714286,0.035714286,0.071428571,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.214285714,0.071428571,0.071428571,0.035714286,0.035714286,0.035714286
Helmet Not Detected,19,6,3,0.051724138,0.017241379,0.017241379,0.120689655,0.051724138,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.5,0.017241379,0.017241379,0.017241379,0.017241379
Helmet Not Detected,19,6,4,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.431818182,0.022727273,0.022727273,0.022727273,0.090909091,0.068181818,0.045454545,0.022727273,0.022727273,0.022727273
Helmet Not Detected,19,6,5,0.020833333,0.041666667,0.020833333,0.083333333,0.083333333,0.020833333,0.145833333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.020833333,0.291666667,0.020833333,0.020833333,0.0625
Helmet Not Detected,19,6,6,0.450980392,0.019607843,0.019607843,0.019607843,0.039215686,0.019607843,0.019607843,0.019607843,0.019607843,0.019607843,0.039215686,0.019607843,0.058823529,0.019607843,0.019607843,0.098039216,0.019607843,0.019607843,0.019607843,0.039215686
Helmet Not Detected,19,6,7,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.333333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.066666667,0.033333333,0.033333333,0.033333333
Helmet Not Detected,19,6,8,0.043478261,0.043478261,0.043478261,0.086956522,0.130434783,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261
Helmet Not Detected,19,6,10,0.029411765,0.029411765,0.029411765,0.147058824,0.117647059,0.029411765,0.029411765,0.029411765,0.029411765,0.029411765,0.117647059,0.029411765,0.029411765,0.029411765,0.029411765,0.147058824,0.029411765,0.029411765,0.029411765,0.029411765
Helmet Not Detected,19,6,11,0.035714286,0.035714286,0.035714286,0.035714286,0.142857143,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.214285714,0.035714286,0.035714286,0.035714286,0.035714286
Helmet Not Detected,20,0,1,0.037037037,0.037037037,0.037037037,0.074074074,0.185185185,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.074074074,0.037037037,0.037037037,0.037037037,0.037037037,0.074074074,0.037037037,0.037037037,0.037037037,0.037037037
Helmet Not Detected,20,0,2,0.034482759,0.034482759,0.034482759,0.206896552,0.172413793,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759
Helmet Not Detected,20,0,3,0.03030303,0.181818182,0.03030303,0.181818182,0.090909091,0.03030303,0.060606061,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303
