feature_type,hour,dow,month,1,Billet Yard,Billet Yard Left,Coil Yard,Coil Yard Camera-2,DISHPATCH GATE,ECR6 SBL,Finishing Stand,Furnace Oil Reading,Junk Yard,Mukandsumi,Mukansumi,NDT,PSM,SBL DUMPING YARD,SBL Loading,SBL MTA Desk,Utility Back Right,Utility Road Left,default
Camera Fault,15,2,6,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.712121212,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515
Camera Fault,15,2,11,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.4375,0.401785714,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571
Camera Fault,15,3,2,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.648148148,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519
Camera Fault,15,3,6,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.416666667,0.416666667,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259
Camera Fault,15,3,7,0.015625,0.015625,0.015625,0.40625,0.3125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
Camera Fault,15,3,9,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.666666667,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386
Camera Fault,15,3,11,0.030935252,0.032374101,0.030935252,0.031654676,0.03381295,0.030215827,0.000719424,0.030215827,0.000719424,0.000719424,0.461151079,0.030935252,0.033093525,0.032374101,0.033093525,0.030935252,0.030935252,0.031654676,0.032374101,0.061151079
Camera Fault,15,3,12,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.693548387,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032
Camera Fault,15,4,4,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.424528302,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.20754717,0.20754717,0.009433962
Camera Fault,15,4,6,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.648148148,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519
Camera Fault,15,4,7,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.475609756,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.012195122,0.182926829,0.134146341,0.012195122
Camera Fault,15,4,9,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.411214953,0.420560748,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794
Camera Fault,15,4,12,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.431372549,0.392156863,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922
Camera Fault,15,5,4,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.401785714,0.4375,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571
Camera Fault,15,5,7,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099,0.405940594,0.415841584,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099
Camera Fault,15,5,9,0.031543624,0.032214765,0.031543624,0.030872483,0.032885906,0.031543624,0.000671141,0.031543624,0.000671141,0.000671141,0.461744966,0.030201342,0.032214765,0.032885906,0.032885906,0.031543624,0.02885906,0.031543624,0.031543624,0.062416107
Camera Fault,15,5,10,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.68852459,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443
Camera Fault,15,5,12,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.586956522,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913,0.02173913
Camera Fault,15,6,1,0.018518519,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.37962963,0.444444444,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259
Camera Fault,15,6,4,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.648148148,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519
Camera Fault,15,6,5,0.005747126,0.005747126,0.011494253,0.011494253,0.005747126,0.005747126,0.264367816,0.005747126,0.005747126,0.304597701,0.005747126,0.005747126,0.005747126,0.005747126,0.005747126,0.304597701,0.005747126,0.011494253,0.011494253,0.011494253
Camera Fault,15,6,7,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.660714286,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143
Camera Fault,15,6,10,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.401960784,0.421568627,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922,0.009803922
Camera Fault,16,0,1,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.693548387,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032
Camera Fault,16,0,3,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.263157895,0.263157895,0.026315789
Camera Fault,16,0,5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Camera Fault,16,0,8,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.720588235,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882
Camera Fault,16,0,10,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.636363636,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.036363636,0.018181818
Camera Fault,16,1,2,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.703125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
Camera Fault,16,1,3,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.703125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
Camera Fault,16,1,5,0.040816327,0.020408163,0.020408163,0.040816327,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.510204082,0.020408163,0.020408163,0.020408163,0.040816327,0.020408163,0.020408163,0.040816327,0.040816327,0.020408163
Camera Fault,16,1,8,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558,0.442477876,0.398230088,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558
Camera Fault,16,1,11,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.703125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
Camera Fault,16,2,2,0.006756757,0.006756757,0.006756757,0.006756757,0.006756757,0.006756757,0.006756757,0.277027027,0.006756757,0.331081081,0.006756757,0.006756757,0.006756757,0.277027027,0.006756757,0.006756757,0.006756757,0.006756757,0.006756757,0.006756757
Camera Fault,16,2,3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Camera Fault,16,2,6,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.71641791,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373
Camera Fault,16,2,11,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.422018349,0.412844037,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312
Camera Fault,16,3,2,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.648148148,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519
Camera Fault,16,3,3,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.15625,0.010416667,0.010416667,0.489583333,0.020833333,0.010416667,0.15625,0.020833333,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667
Camera Fault,16,3,6,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.462264151,0.367924528,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962
Camera Fault,16,3,9,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.698412698,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016
Camera Fault,16,3,11,0.031821259,0.033175355,0.031821259,0.030467163,0.031821259,0.031821259,0.000677048,0.030467163,0.000677048,0.000677048,0.46310088,0.031821259,0.031821259,0.032498307,0.033175355,0.031821259,0.031821259,0.030467163,0.030467163,0.05958023
Camera Fault,16,3,12,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.683333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
Camera Fault,16,4,4,0.006622517,0.006622517,0.006622517,0.006622517,0.006622517,0.006622517,0.006622517,0.006622517,0.006622517,0.311258278,0.006622517,0.006622517,0.006622517,0.006622517,0.006622517,0.006622517,0.006622517,0.291390728,0.284768212,0.006622517
Camera Fault,16,4,6,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.568181818,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273
Camera Fault,16,4,7,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.707692308,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615
Camera Fault,16,4,9,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.403669725,0.431192661,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312
Camera Fault,16,4,12,0.010526316,0.010526316,0.010526316,0.010526316,0.010526316,0.010526316,0.010526316,0.010526316,0.410526316,0.389473684,0.010526316,0.010526316,0.010526316,0.010526316,0.021052632,0.010526316,0.010526316,0.010526316,0.010526316,0.010526316
Camera Fault,16,5,4,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.451923077,0.375,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385
Camera Fault,16,5,7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Camera Fault,16,5,9,0.031380753,0.032775453,0.031380753,0.029986053,0.032775453,0.031380753,0.00069735,0.031380753,0.00069735,0.00069735,0.463040446,0.030683403,0.032078103,0.032775453,0.031380753,0.031380753,0.031380753,0.031380753,0.031380753,0.061366806
Camera Fault,16,5,10,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.693548387,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032
Camera Fault,16,5,12,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.648148148,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519
Camera Fault,16,6,1,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.429752066,0.421487603,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463
Camera Fault,16,6,4,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.654545455,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818
Camera Fault,16,6,5,0.025641026,0.005128205,0.005128205,0.005128205,0.005128205,0.020512821,0.235897436,0.005128205,0.005128205,0.271794872,0.005128205,0.005128205,0.025641026,0.005128205,0.030769231,0.271794872,0.030769231,0.005128205,0.005128205,0.030769231
Camera Fault,16,6,7,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.654545455,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818
Camera Fault,16,6,10,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.411214953,0.420560748,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794
Camera Fault,17,0,1,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.693548387,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032
Camera Fault,17,0,5,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.394230769,0.432692308,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385
Camera Fault,17,0,8,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.68852459,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443
Camera Fault,17,0,10,0.016528926,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.289256198,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.280991736,0.280991736,0.008264463
Camera Fault,17,1,2,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.720588235,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882,0.014705882
Camera Fault,17,1,3,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.698412698,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016
Camera Fault,17,1,5,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.634615385,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769,0.019230769
Camera Fault,17,1,8,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.424528302,0.396226415,0.009433962,0.009433962,0.009433962,0.009433962,0.018867925,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962
Camera Fault,17,1,11,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.693548387,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032,0.016129032
Camera Fault,17,2,2,0.011363636,0.011363636,0.011363636,0.011363636,0.011363636,0.011363636,0.011363636,0.159090909,0.011363636,0.488636364,0.011363636,0.011363636,0.011363636,0.159090909,0.011363636,0.011363636,0.011363636,0.011363636,0.011363636,0.011363636
Camera Fault,17,2,3,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.416666667,0.416666667,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259
Camera Fault,17,2,6,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.68852459,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443
Camera Fault,17,2,11,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.414414414,0.423423423,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009
Camera Fault,17,3,2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.62,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Camera Fault,17,3,3,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.133928571,0.008928571,0.008928571,0.580357143,0.008928571,0.008928571,0.133928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571
Camera Fault,17,3,6,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.429824561,0.412280702,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193
Camera Fault,17,3,9,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.68852459,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443
Camera Fault,17,3,11,0.030737705,0.032103825,0.030737705,0.031420765,0.033469945,0.030737705,0.00068306,0.032103825,0.00068306,0.00068306,0.460382514,0.030737705,0.032103825,0.031420765,0.032786885,0.030737705,0.030737705,0.032103825,0.032103825,0.06352459
Camera Fault,17,3,12,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.703125,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
Camera Fault,17,4,4,0.002369668,0.002369668,0.002369668,0.08056872,0.075829384,0.075829384,0.104265403,0.002369668,0.002369668,0.118483412,0.002369668,0.002369668,0.075829384,0.002369668,0.002369668,0.109004739,0.075829384,0.099526066,0.090047393,0.073459716
Camera Fault,17,4,6,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.648148148,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519
Camera Fault,17,4,7,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.677966102,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153,0.016949153
Camera Fault,17,4,9,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.41509434,0.41509434,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962
Camera Fault,17,5,4,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.441441441,0.396396396,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009,0.009009009
Camera Fault,17,5,7,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.424528302,0.405660377,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962,0.009433962
Camera Fault,17,5,9,0.031628533,0.031628533,0.031628533,0.030955585,0.032974428,0.031628533,0.000672948,0.031628533,0.000672948,0.000672948,0.462314939,0.031628533,0.031628533,0.030955585,0.03230148,0.031628533,0.030282638,0.030955585,0.031628533,0.062584118
Camera Fault,17,5,10,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.707692308,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615
Camera Fault,17,5,12,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.648148148,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519
Camera Fault,17,6,1,0.00952381,0.00952381,0.00952381,0.00952381,0.00952381,0.00952381,0.00952381,0.00952381,0.428571429,0.4,0.00952381,0.00952381,0.00952381,0.00952381,0.00952381,0.00952381,0.00952381,0.00952381,0.00952381,0.00952381
Camera Fault,17,6,4,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.641509434,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925
Camera Fault,17,6,5,0.00591716,0.00591716,0.00591716,0.00591716,0.00591716,0.00591716,0.295857988,0.00591716,0.00591716,0.301775148,0.00591716,0.00591716,0.00591716,0.00591716,0.00591716,0.301775148,0.00591716,0.00591716,0.00591716,0.00591716
Camera Fault,17,6,7,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.660714286,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143
Camera Fault,17,6,10,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.429824561,0.412280702,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193
Camera Fault,18,0,1,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.712121212,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515
Camera Fault,18,0,5,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.428571429,0.410714286,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571
Camera Fault,18,0,8,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.71641791,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373
Camera Fault,18,0,10,0.006578947,0.006578947,0.006578947,0.006578947,0.006578947,0.006578947,0.006578947,0.006578947,0.006578947,0.006578947,0.269736842,0.006578947,0.006578947,0.006578947,0.006578947,0.006578947,0.006578947,0.309210526,0.309210526,0.006578947
Camera Fault,18,1,2,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.707692308,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615
Camera Fault,18,1,3,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.712121212,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515,0.015151515
Camera Fault,18,1,5,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.660714286,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143,0.017857143
Camera Fault,18,1,8,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.388429752,0.388429752,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.008264463,0.049586777,0.041322314,0.008264463
Camera Fault,18,1,11,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.095238095,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048
Camera Fault,18,2,2,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.613333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.08,0.08,0.013333333
Camera Fault,18,2,3,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.407407407,0.425925926,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259,0.009259259
Camera Fault,18,2,4,0.5,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789
Camera Fault,18,2,6,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.707692308,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615
Camera Fault,18,2,11,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.401785714,0.4375,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571,0.008928571
Camera Fault,18,3,2,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.666666667,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386
