"location","hour","dow","month","Camera Fault","Helmet Not Detected","Zone Intrusion"
"1",7,5,3,0.004739336492890996,0.023696682464454975,0.9715639810426541
"1",7,5,8,0.041666666666666664,0.25,0.7083333333333334
"1",7,5,11,0.012048192771084338,0.3132530120481928,0.6746987951807228
"1",7,6,2,0.011363636363636364,0.18181818181818182,0.8068181818181818
"1",7,6,3,0.00819672131147541,0.02459016393442623,0.9672131147540983
"1",7,6,6,0.006369426751592357,0.025477707006369428,0.9681528662420382
"1",7,6,11,0.01020408163265306,0.08163265306122448,0.9081632653061225
"1",8,0,6,0.005917159763313609,0.005917159763313609,0.9881656804733728
"1",8,0,9,0.010526315789473684,0.08421052631578947,0.9052631578947369
"1",8,0,12,0.005050505050505051,0.010101010101010102,0.9848484848484849
"1",8,1,4,0.001218026796589525,0.001218026796589525,0.997563946406821
"1",8,1,7,0.007407407407407408,0.014814814814814815,0.9777777777777777
"1",8,1,9,0.0055248618784530384,0.0055248618784530384,0.988950276243094
"1",8,1,12,0.010752688172043012,0.03225806451612903,0.956989247311828
"1",8,2,1,0.0055248618784530384,0.0055248618784530384,0.988950276243094
"1",8,2,4,0.006993006993006993,0.006993006993006993,0.986013986013986
"1",8,2,7,0.010752688172043012,0.010752688172043012,0.978494623655914
"1",8,2,10,0.009174311926605505,0.009174311926605505,0.981651376146789
"1",8,3,1,0.005988023952095809,0.011976047904191617,0.9820359281437125
"1",8,3,5,0.011904761904761904,0.023809523809523808,0.9642857142857143
"1",8,3,10,0.007142857142857143,0.014285714285714285,0.9785714285714285
"1",8,4,5,0.008620689655172414,0.05172413793103448,0.9396551724137931
"1",8,4,8,0.015625,0.0625,0.921875
"1",8,5,2,0.0012531328320802004,0.0012531328320802004,0.9974937343358395
"1",8,5,3,0.006289308176100629,0.050314465408805034,0.9433962264150944
"1",8,5,8,0.005076142131979695,0.005076142131979695,0.9898477157360406
"1",8,5,11,0.011235955056179775,0.011235955056179775,0.9775280898876404
"1",8,6,2,0.020833333333333332,0.020833333333333332,0.9583333333333334
"1",8,6,3,0.014084507042253521,0.014084507042253521,0.971830985915493
"1",8,6,6,0.01,0.02,0.97
"1",8,6,11,0.0064516129032258064,0.0064516129032258064,0.9870967741935484
"1",9,0,6,0.004629629629629629,0.004629629629629629,0.9907407407407407
"1",9,0,9,0.008547008547008548,0.008547008547008548,0.9829059829059829
"1",9,0,12,0.010309278350515464,0.010309278350515464,0.979381443298969
"1",9,1,4,0.0033003300330033004,0.0033003300330033004,0.9933993399339934
"1",9,1,7,0.006493506493506494,0.14285714285714285,0.8506493506493507
"1",9,1,9,0.02631578947368421,0.02631578947368421,0.9473684210526315
"1",9,1,12,0.007407407407407408,0.007407407407407408,0.9851851851851852
"1",9,2,1,0.0045045045045045045,0.009009009009009009,0.9864864864864865
"1",9,2,4,0.0072992700729927005,0.051094890510948905,0.9416058394160584
"1",9,2,7,0.011363636363636364,0.022727272727272728,0.9659090909090909
"1",9,2,10,0.01,0.02,0.97
"1",9,3,1,0.01098901098901099,0.01098901098901099,0.978021978021978
"1",9,3,5,0.02631578947368421,0.02631578947368421,0.9473684210526315
"1",9,3,10,0.011111111111111112,0.16666666666666666,0.8222222222222222
"1",9,4,5,0.010101010101010102,0.010101010101010102,0.9797979797979798
"1",9,4,8,0.00909090909090909,0.01818181818181818,0.9727272727272728
"1",9,5,2,0.001937984496124031,0.001937984496124031,0.9961240310077519
"1",9,5,3,0.005714285714285714,0.005714285714285714,0.9885714285714285
"1",9,5,8,0.005376344086021506,0.005376344086021506,0.989247311827957
"1",9,5,9,0.9393939393939394,0.030303030303030304,0.030303030303030304
"1",9,5,11,0.01282051282051282,0.038461538461538464,0.9487179487179487
"1",9,6,2,0.016666666666666666,0.016666666666666666,0.9666666666666667
"1",9,6,3,0.003968253968253968,0.007936507936507936,0.9880952380952381
"1",9,6,5,0.7142857142857143,0.14285714285714285,0.14285714285714285
"1",9,6,6,0.009345794392523364,0.009345794392523364,0.9813084112149533
"1",9,6,11,0.009523809523809525,0.009523809523809525,0.9809523809523809
"1",10,0,6,0.006329113924050633,0.006329113924050633,0.9873417721518988
"1",10,0,9,0.008620689655172414,0.02586206896551724,0.9655172413793104
"1",10,0,12,0.014705882352941176,0.014705882352941176,0.9705882352941176
"1",10,1,4,0.008620689655172414,0.0603448275862069,0.9310344827586207
"1",10,1,7,0.00847457627118644,0.01694915254237288,0.9745762711864406
"1",10,1,9,0.00847457627118644,0.00847457627118644,0.9830508474576272
"1",10,1,12,0.010309278350515464,0.010309278350515464,0.979381443298969
"1",10,2,1,0.0016835016835016834,0.0016835016835016834,0.9966329966329966
"1",10,2,4,0.0070921985815602835,0.014184397163120567,0.9787234042553191
"1",10,2,7,0.022222222222222223,0.06666666666666667,0.9111111111111111
"1",10,2,10,0.014285714285714285,0.05714285714285714,0.9285714285714286
"1",10,3,1,0.02,0.02,0.96
"1",10,3,5,0.024390243902439025,0.04878048780487805,0.926829268292683
"1",10,3,10,0.03333333333333333,0.03333333333333333,0.9333333333333333
"1",10,4,5,0.007042253521126761,0.02112676056338028,0.971830985915493
"1",10,4,8,0.007352941176470588,0.022058823529411766,0.9705882352941176
"1",10,5,2,0.011363636363636364,0.011363636363636364,0.9772727272727273
"1",10,5,3,0.02631578947368421,0.02631578947368421,0.9473684210526315
"1",10,5,8,0.009174311926605505,0.009174311926605505,0.981651376146789
"1",10,5,9,0.9574468085106383,0.02127659574468085,0.02127659574468085
"1",10,5,11,0.008130081300813009,0.008130081300813009,0.983739837398374
"1",10,5,12,0.6666666666666666,0.16666666666666666,0.16666666666666666
"1",10,6,2,0.004201680672268907,0.004201680672268907,0.9915966386554622
"1",10,6,3,0.005649717514124294,0.005649717514124294,0.9887005649717514
"1",10,6,6,0.006329113924050633,0.02531645569620253,0.9683544303797469
"1",10,6,11,0.015384615384615385,0.015384615384615385,0.9692307692307692
"1",11,0,6,0.003125,0.0125,0.984375
"1",11,0,9,0.0018018018018018018,0.0018018018018018018,0.9963963963963964
"1",11,0,10,0.5,0.25,0.25
"1",11,0,12,0.008547008547008548,0.042735042735042736,0.9487179487179487
"1",11,1,4,0.0017123287671232876,0.0017123287671232876,0.9965753424657534
"1",11,1,7,0.001639344262295082,0.004918032786885246,0.9934426229508196
"1",11,1,9,0.0030303030303030303,0.0030303030303030303,0.9939393939393939
"1",11,1,12,0.004524886877828055,0.004524886877828055,0.9909502262443439
"1",11,2,1,0.0013623978201634877,0.0013623978201634877,0.997275204359673
"1",11,2,4,0.038461538461538464,0.038461538461538464,0.9230769230769231
"1",11,2,7,0.003401360544217687,0.006802721088435374,0.9897959183673469
"1",11,2,10,0.0016,0.0016,0.9968
"1",11,3,1,0.0022271714922048997,0.0022271714922048997,0.9955456570155902
"1",11,3,5,0.0043859649122807015,0.008771929824561403,0.9868421052631579
"1",11,3,10,0.0014245014245014246,0.0014245014245014246,0.9971509971509972
"1",11,3,11,0.6,0.2,0.2
"1",11,4,5,0.02857142857142857,0.02857142857142857,0.9428571428571428
"1",11,4,8,0.0017152658662092624,0.003430531732418525,0.9948542024013722
"1",11,5,2,0.0022988505747126436,0.004597701149425287,0.993103448275862
"1",11,5,3,0.0022624434389140274,0.0022624434389140274,0.995475113122172
"1",11,5,8,0.003968253968253968,0.003968253968253968,0.9920634920634921
"1",11,5,9,0.9591836734693877,0.02040816326530612,0.02040816326530612
"1",11,5,11,0.0045045045045045045,0.0045045045045045045,0.990990990990991
"1",11,6,2,0.011363636363636364,0.011363636363636364,0.9772727272727273
"1",11,6,3,0.00641025641025641,0.00641025641025641,0.9871794871794872
"1",11,6,4,0.5,0.25,0.25
"1",11,6,6,0.002074688796680498,0.004149377593360996,0.9937759336099585
"1",11,6,11,0.0035335689045936395,0.007067137809187279,0.9893992932862191
"1",12,0,6,0.002105263157894737,0.01263157894736842,0.9852631578947368
"1",12,0,9,0.005291005291005291,0.005291005291005291,0.9894179894179894
"1",12,0,12,0.5596330275229358,0.009174311926605505,0.43119266055045874
"1",12,1,2,0.5,0.25,0.25
"1",12,1,4,0.003105590062111801,0.012422360248447204,0.984472049689441
"1",12,1,7,0.006896551724137931,0.04827586206896552,0.9448275862068966
"1",12,1,9,0.00641025641025641,0.00641025641025641,0.9871794871794872
"1",12,1,12,0.0017513134851138354,0.0017513134851138354,0.9964973730297724
"1",12,2,1,0.0018050541516245488,0.0018050541516245488,0.9963898916967509
"1",12,2,4,0.017543859649122806,0.017543859649122806,0.9649122807017544
"1",12,2,7,0.001893939393939394,0.003787878787878788,0.9943181818181818
"1",12,2,10,0.005263157894736842,0.010526315789473684,0.9842105263157894
"1",12,3,1,0.0017482517482517483,0.0017482517482517483,0.9965034965034965
"1",12,3,5,0.006060606060606061,0.01818181818181818,0.9757575757575757
"1",12,3,10,0.0018315018315018315,0.0018315018315018315,0.9963369963369964
"1",12,3,11,0.7777777777777778,0.1111111111111111,0.1111111111111111
"1",12,4,5,0.004608294930875576,0.004608294930875576,0.9907834101382489
"1",12,4,8,0.0024813895781637717,0.007444168734491315,0.9900744416873449
"1",12,5,2,0.002551020408163265,0.00510204081632653,0.9923469387755102
"1",12,5,3,0.005,0.015,0.98
"1",12,5,8,0.0015060240963855422,0.0015060240963855422,0.9969879518072289
"1",12,5,9,0.9574468085106383,0.02127659574468085,0.02127659574468085
"1",12,5,11,0.005263157894736842,0.005263157894736842,0.9894736842105263
"1",12,5,12,0.6,0.2,0.2
"1",12,6,2,0.004807692307692308,0.004807692307692308,0.9903846153846154
"1",12,6,3,0.00392156862745098,0.00392156862745098,0.9921568627450981
"1",12,6,4,0.5,0.25,0.25
"1",12,6,6,0.0056179775280898875,0.011235955056179775,0.9831460674157303
"1",12,6,11,0.0019267822736030828,0.0019267822736030828,0.9961464354527938
"1",13,0,6,0.004081632653061225,0.06938775510204082,0.926530612244898
"1",13,0,9,0.006711409395973154,0.006711409395973154,0.9865771812080537
"1",13,0,12,0.978494623655914,0.010752688172043012,0.010752688172043012
"1",13,1,4,0.00273224043715847,0.00819672131147541,0.9890710382513661
"1",13,1,7,0.006493506493506494,0.025974025974025976,0.9675324675324676
"1",13,1,9,0.005235602094240838,0.010471204188481676,0.9842931937172775
"1",13,1,12,0.0038910505836575876,0.007782101167315175,0.9883268482490273
"1",13,2,1,0.00684931506849315,0.0547945205479452,0.9383561643835616
"1",13,2,4,0.008695652173913044,0.008695652173913044,0.9826086956521739
"1",13,2,7,0.005555555555555556,0.005555555555555556,0.9888888888888889
"1",13,2,10,0.005714285714285714,0.011428571428571429,0.9828571428571429
"1",13,3,1,0.01020408163265306,0.01020408163265306,0.9795918367346939
"1",13,3,5,0.005076142131979695,0.04568527918781726,0.949238578680203
"1",13,3,10,0.004830917874396135,0.004830917874396135,0.9903381642512077
"1",13,4,5,0.0040650406504065045,0.0040650406504065045,0.991869918699187
"1",13,4,8,0.006493506493506494,0.032467532467532464,0.961038961038961
"1",13,5,2,0.008403361344537815,0.008403361344537815,0.9831932773109243
"1",13,5,3,0.005917159763313609,0.01775147928994083,0.9763313609467456
"1",13,5,8,0.005,0.005,0.99
"1",13,5,9,0.9591836734693877,0.02040816326530612,0.02040816326530612
"1",13,5,11,0.008620689655172414,0.017241379310344827,0.9741379310344828
"1",13,6,2,0.00423728813559322,0.00423728813559322,0.9915254237288136
"1",13,6,3,0.008547008547008548,0.008547008547008548,0.9829059829059829
"1",13,6,6,0.003952569169960474,0.011857707509881422,0.9841897233201581
"1",13,6,11,0.0036900369003690036,0.02214022140221402,0.974169741697417
"1",14,0,6,0.004878048780487805,0.024390243902439025,0.9707317073170731
"1",14,0,9,0.00641025641025641,0.00641025641025641,0.9871794871794872
"1",14,0,12,0.016042780748663103,0.0106951871657754,0.9732620320855615
"1",14,1,4,0.004672897196261682,0.004672897196261682,0.9906542056074766
"1",14,1,7,0.004405286343612335,0.00881057268722467,0.986784140969163
"1",14,1,9,0.005917159763313609,0.005917159763313609,0.9881656804733728
"1",14,1,12,0.005434782608695652,0.021739130434782608,0.9728260869565217
"1",14,2,1,0.004975124378109453,0.004975124378109453,0.9900497512437811
"1",14,2,4,0.013513513513513514,0.013513513513513514,0.972972972972973
"1",14,2,7,0.004098360655737705,0.004098360655737705,0.9918032786885246
"1",14,2,10,0.002857142857142857,0.002857142857142857,0.9942857142857143
"1",14,3,1,0.006666666666666667,0.006666666666666667,0.9866666666666667
"1",14,3,5,0.00546448087431694,0.00546448087431694,0.9890710382513661
"1",14,3,10,0.0058823529411764705,0.011764705882352941,0.9823529411764705
"1",14,4,5,0.005076142131979695,0.04568527918781726,0.949238578680203
"1",14,4,8,0.0035587188612099642,0.0035587188612099642,0.9928825622775801
"1",14,5,2,0.0014044943820224719,0.0028089887640449437,0.9957865168539326
"1",14,5,3,0.004608294930875576,0.027649769585253458,0.967741935483871
"1",14,5,8,0.004651162790697674,0.004651162790697674,0.9906976744186047
"1",14,5,9,0.9574468085106383,0.02127659574468085,0.02127659574468085
"1",14,5,11,0.0051813471502590676,0.010362694300518135,0.9844559585492227
"1",14,6,2,0.005208333333333333,0.020833333333333332,0.9739583333333334
"1",14,6,3,0.003745318352059925,0.003745318352059925,0.9925093632958801
"1",14,6,6,0.004830917874396135,0.00966183574879227,0.9855072463768116
"1",14,6,11,0.004608294930875576,0.05069124423963134,0.9447004608294931
"1",15,0,6,0.008695652173913044,0.008695652173913044,0.9826086956521739
"1",15,0,9,0.0038022813688212928,0.034220532319391636,0.9619771863117871
"1",15,0,10,0.5,0.25,0.25
"1",15,0,12,0.005235602094240838,0.005235602094240838,0.9895287958115183
"1",15,1,4,0.004784688995215311,0.009569377990430622,0.9856459330143541
"1",15,1,5,0.7777777777777778,0.1111111111111111,0.1111111111111111
"1",15,1,7,0.01098901098901099,0.01098901098901099,0.978021978021978
"1",15,1,9,0.015151515151515152,0.015151515151515152,0.9696969696969697
"1",15,1,12,0.038461538461538464,0.038461538461538464,0.9230769230769231
"1",15,2,1,0.009523809523809525,0.0380952380952381,0.9523809523809523
"1",15,2,4,0.006896551724137931,0.006896551724137931,0.9862068965517241
"1",15,2,7,0.007633587786259542,0.007633587786259542,0.9847328244274809
"1",15,2,10,0.008403361344537815,0.01680672268907563,0.9747899159663865
"1",15,3,1,0.009615384615384616,0.009615384615384616,0.9807692307692307
"1",15,3,5,0.011363636363636364,0.011363636363636364,0.9772727272727273
"1",15,3,10,0.017543859649122806,0.017543859649122806,0.9649122807017544
"1",15,3,11,0.9555555555555556,0.022222222222222223,0.022222222222222223
"1",15,4,5,0.006756756756756757,0.006756756756756757,0.9864864864864865
